,book,subject,object,sub_sentence,verb,sentence,sub_sent_score,verb_score,sent_score,sent_loc,sub_sent_vader,sent_vader,verb_vader,pair,title
216,harry potter book 1,Uncle Vernon,Dudley,"Uncle Vernon said sharply , Do nt touch anything he gives you , Dudley",said,"Uncle Vernon said sharply , Do nt touch anything he gives you , Dudley .",-0.685509324,0.99401927,-0.688491344,16188,0,0,0,"{'Uncle Vernon', 'Dudley'}",Harry Potter Book 1
37,harry potter book 1,Hagrid,Uncle Vernon,"Hagrid read his newspaper , the Daily Prophet Harry had learned from Uncle Vernon that people liked to be left alone while they did this",read,"Harry sat and thought about this while Hagrid read his newspaper , the Daily Prophet Harry had learned from Uncle Vernon that people liked to be left alone while they did this , but it was very difficult , he d never had so many questions in his life .",-0.93226058,0.997976184,0.081311464,21459,0.2023,-0.5089,0,"{'Uncle Vernon', 'Hagrid'}",Harry Potter Book 1
130,harry potter book 1,Harry,Uncle Vernon,Harry could see Uncle Vernons shiny black shoes pacing up and down the kitchen,see,Tell them we do nt want - Harry could see Uncle Vernons shiny black shoes pacing up and down the kitchen .,0.384528995,0.999755621,-0.998568396,12101,0,0.0772,0,"{'Uncle Vernon', 'Harry'}",Harry Potter Book 1
131,harry potter book 1,Harry,Uncle Vernon,"Uncle Vernon had to wrestle Dudley to the ground to get the letter from him , which was made difficult by the fact that Harry had grabbed",grabbed,"Uncle Vernon had to wrestle Dudley to the ground to get the letter from him , which was made difficult by the fact that Harry had grabbed Uncle Vernon around the neck from behind .",-0.787216321,0.999611259,-0.939394556,12912,-0.3612,-0.3612,0,"{'Uncle Vernon', 'Harry'}",Harry Potter Book 1
132,harry potter book 1,Harry,Uncle Vernon,"Harry thought this was strangely kind until Uncle Vernon stopped dead , facing the platforms with a nasty grin on his face",thought,"Harry thought this was strangely kind until Uncle Vernon stopped dead , facing the platforms with a nasty grin on his face .",0.000494242,0.999699354,0.036669254,30035,-0.6705,-0.6705,0,"{'Uncle Vernon', 'Harry'}",Harry Potter Book 1
217,harry potter book 1,Uncle Vernon,Harry,Uncle Vernon looked over the top of his newspaper and shouted that Harry needed a haircut,shouted,"About once a week , Uncle Vernon looked over the top of his newspaper and shouted that Harry needed a haircut .",-0.993864901,-0.981367534,-0.993328546,6852,0.2023,0.2023,0,"{'Uncle Vernon', 'Harry'}",Harry Potter Book 1
218,harry potter book 1,Uncle Vernon,Harry,Uncle Vernon had taken Harry,taken,"His aunt and uncle had nt been able to think of anything else to do with him , but before they d left , Uncle Vernon had taken Harry aside .",-0.932907589,-0.999544776,0.099235892,8049,0,0,0,"{'Uncle Vernon', 'Harry'}",Harry Potter Book 1
219,harry potter book 1,Uncle Vernon,Harry,"Uncle Vernon had been lying at the foot of the front door in a sleeping bag , clearly making sure that Harry did nt do exactly what he d been trying to do",clearly,"Uncle Vernon had been lying at the foot of the front door in a sleeping bag , clearly making sure that Harry did nt do exactly what he d been trying to do .",-0.609165072,0.999751329,-0.644050568,13202,0.1531,0.1531,0.4019,"{'Uncle Vernon', 'Harry'}",Harry Potter Book 1
220,harry potter book 1,Uncle Vernon,Harry,Uncle Vernon seized Harry,seized,Uncle Vernon seized Harry around the waist and threw him into the hall .,0.79767859,-0.480618775,-0.570190072,13745,0,0,0,"{'Uncle Vernon', 'Harry'}",Harry Potter Book 1
221,harry potter book 1,Uncle Vernon,Harry,"Harry he would nt stay in the same room , while Aunt Petunia and Uncle Vernon did nt shut",shut,"True , Dudley was now so scared of Harry he would nt stay in the same room , while Aunt Petunia and Uncle Vernon did nt shut Harry in his cupboard , force him to do anything , or shout at him - in fact , they did nt speak to him at all .",-0.957858298,-0.999502113,-0.979207817,29259,0,-0.2362,0,"{'Uncle Vernon', 'Harry'}",Harry Potter Book 1
222,harry potter book 1,Uncle Vernon,Harry,Uncle Vernon dumped Harrys trunk,dumped,Uncle Vernon dumped Harrys trunk onto a cart and wheeled it into the station for him .,-0.996668711,-0.999484837,-0.887866713,30016,-0.4019,-0.4019,-0.4019,"{'Uncle Vernon', 'Harry'}",Harry Potter Book 1
223,harry potter book 1,Uncle Vernon,Harry,"Uncle Vernon , still purple - faced , still mustached , still looking furious at the nerve of Harry",looking,"It was Uncle Vernon , still purple - faced , still mustached , still looking furious at the nerve of Harry , carrying an owl in a cage in a station full of ordinary people .",-0.360125899,0.999634624,-0.191942215,102966,-0.5719,-0.5719,0,"{'Uncle Vernon', 'Harry'}",Harry Potter Book 1
160,harry potter book 1,Hermione,Uncle Vernon,"Hermione , looking uncertainly after Uncle Vernon",looking,"Hope you have - er - a good holiday , said Hermione , looking uncertainly after Uncle Vernon , shocked that anyone could be so unpleasant .",0.128335238,0.999634624,-0.111629784,103087,-0.34,-0.0493,0,"{'Uncle Vernon', 'Hermione'}",Harry Potter Book 1
224,harry potter book 1,Wood,Harry,Wood looking curiously at Harry,looking,"Follow me , you two , said Professor McGonagall , and they marched on up the corridor , Wood looking curiously at Harry .",0.998559356,0.999634624,0.751550555,49790,0,0,0,"{'Wood', 'Harry'}",Harry Potter Book 1
225,harry potter book 1,Wood,Harry,Wood warned Harry,warned,"Stand back , Wood warned Harry .",-0.972442571,-0.999431784,-0.726430863,55558,-0.2732,-0.2732,-0.2732,"{'Wood', 'Harry'}",Harry Potter Book 1
77,mansfield_park,Crawford,Bertram,"Mr. Bertram , said Miss Crawford",said,"Mr. Bertram , said Miss Crawford , a few minutes afterwards , you know Henry to be such a capital improver , that you can not possibly engage in anything of the sort at Thornton Lacey without accepting his help .",0.982885242,0.99401927,-0.140510976,97767,-0.1531,-0.507,0,"{'Crawford', 'Bertram'}",Mansfield Park
78,mansfield_park,Crawford,Edmund,"Edmund watched the progress of her attention , and was amused and gratified by seeing how she gradually slackened in the needlework , which at the beginning seemed to occupy her totally : how it fell from her hand while she sat motionless over it , and at last , how the eyes which had appeared so studiously to avoid him throughout the day were turned and fixed on Crawford fixed on him for minutes , fixed on him , in short , till the attraction drew Crawfords upon her , and the book was closed , and the charm was broken",amused,"Edmund watched the progress of her attention , and was amused and gratified by seeing how she gradually slackened in the needlework , which at the beginning seemed to occupy her totally : how it fell from her hand while she sat motionless over it , and at last , how the eyes which had appeared so studiously to avoid him throughout the day were turned and fixed on Crawford fixed on him for minutes , fixed on him , in short , till the attraction drew Crawfords upon her , and the book was closed , and the charm was broken .",0.974470019,0.999756336,0.975835919,135154,0.8894,0.8894,0.4215,"{'Edmund', 'Crawford'}",Mansfield Park
88,mansfield_park,Edmund,Crawford,"said Edmund , that Crawfords carriage , or his _ only _ , should be employed",said,"But why is it necessary , said Edmund , that Crawfords carriage , or his _ only _ , should be employed ?",0.84944737,0.99401927,-0.994286764,30761,0,0,0,"{'Edmund', 'Crawford'}",Mansfield Park
89,mansfield_park,Edmund,Crawford,Edmund would begin with Miss Crawford,begin,"Whenever she had thought of the minutiae of the evening , it had been as a matter of course that Edmund would begin with Miss Crawford ;",0.9982692,0.999692917,0.889047027,110552,-0.1531,-0.128,0,"{'Edmund', 'Crawford'}",Mansfield Park
91,mansfield_park,Edmund,Crawford,Edmund had determined that it belonged entirely to Fanny to chuse whether her situation with regard to Crawford should be mentioned between them or not,determined,CHAPTER XXXV Edmund had determined that it belonged entirely to Fanny to chuse whether her situation with regard to Crawford should be mentioned between them or not ;,0.133241534,0.999777794,0.049892783,138347,0.34,0.34,0.34,"{'Edmund', 'Crawford'}",Mansfield Park
92,mansfield_park,Edmund,Crawford,Edmund called Miss Crawford,called,"The promised visit from her friend , as Edmund called Miss Crawford , was a formidable threat to Fanny , and she lived in continual terror of it .",0.165515065,0.527159691,0.139898419,143103,-0.1531,-0.4019,0,"{'Edmund', 'Crawford'}",Mansfield Park
93,mansfield_park,Edmund,Crawford,Edmund did cease to care about Miss Crawford,cease,"I only entreat everybody to believe that exactly at the time when it was quite natural that it should be so , and not a week earlier , Edmund did cease to care about Miss Crawford , and became as anxious to marry Fanny as Fanny herself could desire .",-0.999111744,-0.999476401,0.326019406,189872,0.3818,0.7264,0,"{'Edmund', 'Crawford'}",Mansfield Park
113,mansfield_park,Edmund,Grant,"observed Edmund , that Mrs. Grant should wish to procure so agreeable a visitor for her sister",observed,"But is it not very natural , observed Edmund , that Mrs. Grant should wish to procure so agreeable a visitor for her sister ?",0.962920427,0.997846723,0.986631513,87030,0.8323,0.8669,0,"{'Edmund', 'Grant'}",Mansfield Park
139,mansfield_park,Grant,Edmund,Edmund was invited by Dr. Grant,invited,"In the moment of parting , Edmund was invited by Dr. Grant to eat his mutton with him the next day ;",0.999470353,0.999786139,0.953543186,85826,0.3612,0.3612,0,"{'Edmund', 'Grant'}",Mansfield Park
114,mansfield_park,Edmund,Maria,"Edmund gravely , and looking at Maria",looking,"said Edmund gravely , and looking at Maria .",0.996813893,0.999634624,0.967565656,56121,-0.3612,-0.3612,0,"{'Edmund', 'Maria'}",Mansfield Park
158,mansfield_park,Maria,Edmund,Maria was looking apprehensively round at Edmund,looking,"While he spoke , Maria was looking apprehensively round at Edmund in full expectation that he must oppose such an enlargement of the plan as this : so contrary to all their first protestations ;",0.228212476,0.999634624,0.105473876,60157,-0.0772,-0.0772,0,"{'Edmund', 'Maria'}",Mansfield Park
163,mansfield_park,Mary,Edmund,"Mary , though perfectly resolved against ever attaching herself to a younger brother again , was long in finding among the dashing representatives , or idle heir - apparents , who were at the command of her beauty , and her a320 , 000 , any one who could satisfy the better taste she had acquired at Mansfield , whose character and manners could authorise a hope of the domestic happiness she had there learned to estimate , or put Edmund Bertram sufficiently out of her head",finding,"for Mary , though perfectly resolved against ever attaching herself to a younger brother again , was long in finding among the dashing representatives , or idle heir - apparents , who were at the command of her beauty , and her a320 , 000 , any one who could satisfy the better taste she had acquired at Mansfield , whose character and manners could authorise a hope of the domestic happiness she had there learned to estimate , or put Edmund Bertram sufficiently out of her head .",0.074551225,0.999796867,0.03687489,189594,0.9686,0.9686,0,"{'Edmund', 'Mary'}",Mansfield Park
116,mansfield_park,Edmund,Thomas,"Edmund , William , and Fanny did , in their different ways , look and speak as much grateful pleasure in the promised ball as Sir Thomas could desire",look,"Edmund , William , and Fanny did , in their different ways , look and speak as much grateful pleasure in the promised ball as Sir Thomas could desire .",0.999580979,0.999704599,0.999605536,101371,0.8979,0.8979,0,"{'Edmund', 'Thomas'}",Mansfield Park
80,mansfield_park,Crawford,Fanny,"supposing Fanny was now preparing for her _ appearance _ , as of course she would come out when her cousin was married , Miss Crawford",supposing,"and when , from taking notice of her work , and wishing _ she _ could work as well , and begging for the pattern , and supposing Fanny was now preparing for her _ appearance _ , as of course she would come out when her cousin was married , Miss Crawford proceeded to inquire if she had heard lately from her brother at sea , and said that she had quite a curiosity to see him , and imagined him a very fine young man , and advised Fanny to get his picture drawn before he went to sea again she could not help admitting it to be very agreeable flattery , or help listening , and answering with more animation than she had intended .",-0.599376708,0.995806217,0.009359956,59816,-0.1531,0.8274,0,"{'Fanny', 'Crawford'}",Mansfield Park
81,mansfield_park,Crawford,Fanny,"Fanny was now preparing for her _ appearance _ , as of course she would come out when her cousin was married , Miss Crawford proceeded to inquire if she had heard lately from her brother at sea , and said that she had quite a curiosity to see him , and imagined him a very fine young man , and advised",advised,"and when , from taking notice of her work , and wishing _ she _ could work as well , and begging for the pattern , and supposing Fanny was now preparing for her _ appearance _ , as of course she would come out when her cousin was married , Miss Crawford proceeded to inquire if she had heard lately from her brother at sea , and said that she had quite a curiosity to see him , and imagined him a very fine young man , and advised Fanny to get his picture drawn before he went to sea again she could not help admitting it to be very agreeable flattery , or help listening , and answering with more animation than she had intended .",0.836009502,0.996602774,0.009359956,59816,0.1263,0.8274,0,"{'Fanny', 'Crawford'}",Mansfield Park
82,mansfield_park,Crawford,Fanny,Miss Crawford blundered most towards Fanny herself,blundered,Miss Crawford blundered most towards Fanny herself in her intentions to please .,-0.999367164,-0.999432739,-0.999064608,111434,-0.1531,0.1779,0,"{'Fanny', 'Crawford'}",Mansfield Park
83,mansfield_park,Crawford,Fanny,"Mr. Crawford into the dockyard , which Mr. Crawford , desirous of accepting as a favour what was intended as such , though he had seen the dockyard again and again , and hoping to be so much the longer with Fanny",hoping,"The conclusion of the two gentlemens civilities was an offer of Mr. Prices to take Mr. Crawford into the dockyard , which Mr. Crawford , desirous of accepting as a favour what was intended as such , though he had seen the dockyard again and again , and hoping to be so much the longer with Fanny , was very gratefully disposed to avail himself of , if the Miss Prices were not afraid of the fatigue ;",0.248904824,0.999791145,0.889315486,162386,0.8625,0.8858,0.4215,"{'Fanny', 'Crawford'}",Mansfield Park
117,mansfield_park,Fanny,Crawford,Fanny did not love Miss Crawford,love,Fanny did not love Miss Crawford ;,-0.999267653,0.999667168,-0.999218557,59796,-0.4449,-0.4449,0.6369,"{'Fanny', 'Crawford'}",Mansfield Park
118,mansfield_park,Fanny,Crawford,"Fanny , meanwhile , speaking only when she could not help it , was very earnestly trying to understand what Mr. and Miss Crawford were at",speaking only when she could not help it,"Fanny , meanwhile , speaking only when she could not help it , was very earnestly trying to understand what Mr. and Miss Crawford were at .",0.993582368,-0.283818722,0.990169168,123024,-0.4325,-0.4325,-0.3089,"{'Fanny', 'Crawford'}",Mansfield Park
120,mansfield_park,Fanny,Crawford,Fanny had by no means forgotten Mr. Crawford,by no means,CHAPTER XXXII Fanny had by no means forgotten Mr. Crawford when she awoke the next morning ;,0.999618411,-0.755315334,0.998940587,124073,-0.1366,-0.1366,-0.296,"{'Fanny', 'Crawford'}",Mansfield Park
121,mansfield_park,Fanny,Crawford,"getting up and walking about the room with a frown , which Fanny could picture to herself , though she dared not lift up her eyes , he shortly afterwards , and in a voice of authority , said , Have you any reason , child , to think ill of Mr. Crawfords temper",said,"and getting up and walking about the room with a frown , which Fanny could picture to herself , though she dared not lift up her eyes , he shortly afterwards , and in a voice of authority , said , Have you any reason , child , to think ill of Mr. Crawfords temper ?",-0.687630802,0.99401927,-0.794288531,126864,-0.6486,-0.6486,0,"{'Fanny', 'Crawford'}",Mansfield Park
122,mansfield_park,Fanny,Crawford,"Fanny , meanwhile , vexed with herself for not having been as motionless as she was speechless , and grieved to the heart to see Edmunds arrangements , was trying by everything in the power of her modest , gentle nature , to repulse Mr. Crawford , and avoid both his looks and inquiries",trying,"Fanny , meanwhile , vexed with herself for not having been as motionless as she was speechless , and grieved to the heart to see Edmunds arrangements , was trying by everything in the power of her modest , gentle nature , to repulse Mr. Crawford , and avoid both his looks and inquiries ;",-0.039448261,0.999161363,-0.046774864,137160,-0.2263,-0.2263,0,"{'Fanny', 'Crawford'}",Mansfield Park
123,mansfield_park,Fanny,Crawford,"Fanny , meanwhile , vexed with herself for not having been as motionless as she was speechless , and grieved to the heart to see Edmunds arrangements , was trying by everything in the power of her modest , gentle nature , to repulse Mr. Crawford",repulse,"Fanny , meanwhile , vexed with herself for not having been as motionless as she was speechless , and grieved to the heart to see Edmunds arrangements , was trying by everything in the power of her modest , gentle nature , to repulse Mr. Crawford , and avoid both his looks and inquiries ;",0.24834764,-0.999514948,-0.046774864,137160,0.0772,-0.2263,-0.5859,"{'Fanny', 'Crawford'}",Mansfield Park
95,mansfield_park,Edmund,Fanny,"Edmund , looking around , said , But where is Fanny",looking around,"but when the first pause came , Edmund , looking around , said , But where is Fanny ?",-0.177155435,0.998911262,-0.679890066,28241,0,0,0,"{'Fanny', 'Edmund'}",Mansfield Park
96,mansfield_park,Edmund,Fanny,"Fanny , said Edmund",said,"Fanny , said Edmund , after looking at her attentively , I am sure you have the headache .",0.994980335,0.99401927,-0.469971538,28520,0,0.3182,0,"{'Fanny', 'Edmund'}",Mansfield Park
97,mansfield_park,Edmund,Fanny,"Edmund , added her ladyship , who had been thoroughly awakened by Mrs. Norris s sharp reprimand to Fanny",added,"Yes , indeed , Edmund , added her ladyship , who had been thoroughly awakened by Mrs. Norris s sharp reprimand to Fanny ;",0.586228848,0.999805689,0.913242579,28661,0,0.4019,0,"{'Fanny', 'Edmund'}",Mansfield Park
98,mansfield_park,Edmund,Fanny,"Edmund got up and walked about the room , saying , And could nobody be employed on such an errand but Fanny",saying,"Edmund got up and walked about the room , saying , And could nobody be employed on such an errand but Fanny ?",0.54667151,0.98691237,0.443917274,29074,0,0,0,"{'Fanny', 'Edmund'}",Mansfield Park
99,mansfield_park,Edmund,Fanny,"_ That _ is hardly Fannys idea of a family assembling , said Edmund",said,"_ That _ is hardly Fannys idea of a family assembling , said Edmund .",-0.894954845,0.99401927,-0.896286763,34492,0,0,0,"{'Fanny', 'Edmund'}",Mansfield Park
100,mansfield_park,Edmund,Fanny,"I am afraid you are very tired , Fanny , said Edmund",said,"I am afraid you are very tired , Fanny , said Edmund , observing her ;",-0.996595707,0.99401927,-0.996352146,38173,-0.4927,-0.4927,0,"{'Fanny', 'Edmund'}",Mansfield Park
101,mansfield_park,Edmund,Fanny,"said Edmund , preventing Fanny",said,"I am convinced , madam , said Edmund , preventing Fanny , that Sir Thomas would not like it .",0.379099131,0.99401927,-0.995215164,56840,-0.0258,0.1255,0,"{'Fanny', 'Edmund'}",Mansfield Park
102,mansfield_park,Edmund,Fanny,"Edmund proposed , urged , entreated it , till the lady , not very unwilling at first , could refuse no longer , and Fanny was wanted only to prompt and observe them",proposed,"Edmund proposed , urged , entreated it , till the lady , not very unwilling at first , could refuse no longer , and Fanny was wanted only to prompt and observe them .",0.162526608,0.998363376,0.138447046,68490,-0.5267,-0.5267,0,"{'Fanny', 'Edmund'}",Mansfield Park
103,mansfield_park,Edmund,Fanny,"even Edmund said , Do , Fanny , if it is not _ very _ disagreeable to you",said,"even Edmund said , Do , Fanny , if it is not _ very _ disagreeable to you .",0.174673319,0.99401927,0.137954354,69181,-0.4549,-0.4549,0,"{'Fanny', 'Edmund'}",Mansfield Park
104,mansfield_park,Edmund,Fanny,Edmund had then ample opportunity for observing how he sped with Fanny,had,"He staid of course , and Edmund had then ample opportunity for observing how he sped with Fanny , and what degree of immediate encouragement for him might be extracted from her manners ;",0.930173159,0.999622703,0.086049557,134457,0.4215,0.6808,0,"{'Fanny', 'Edmund'}",Mansfield Park
106,mansfield_park,Edmund,Fanny,"Edmund saw it all , and saw Fanny so determined _ not _ to see it , as to make it clear that the voice was enough to convey the full meaning of the protestation",saw,"Edmund saw it all , and saw Fanny so determined _ not _ to see it , as to make it clear that the voice was enough to convey the full meaning of the protestation ;",0.926292539,0.99695003,0.679219484,135863,0.6924,0.6924,0,"{'Fanny', 'Edmund'}",Mansfield Park
107,mansfield_park,Edmund,Fanny,Edmund knew to be most offensive to Fanny,knew,"questions , which being made , though with the vivacity of friendly interest and quick taste , without any touch of that spirit of banter or air of levity which Edmund knew to be most offensive to Fanny , he had true pleasure in satisfying ;",-0.970576052,0.999701738,0.991989613,136277,-0.5095,0.9202,0,"{'Fanny', 'Edmund'}",Mansfield Park
108,mansfield_park,Edmund,Fanny,"Fanny , meanwhile , vexed with herself for not having been as motionless as she was speechless , and grieved to the heart to see Edmunds arrangements",grieved,"Fanny , meanwhile , vexed with herself for not having been as motionless as she was speechless , and grieved to the heart to see Edmunds arrangements , was trying by everything in the power of her modest , gentle nature , to repulse Mr. Crawford , and avoid both his looks and inquiries ;",0.207670569,-0.994068728,-0.046774864,137160,0.296,-0.2263,-0.4588,"{'Fanny', 'Edmund'}",Mansfield Park
109,mansfield_park,Edmund,Fanny,Edmund had determined that it belonged entirely to Fanny to chuse whether her situation with regard to Crawford should be mentioned between them or not,determined,CHAPTER XXXV Edmund had determined that it belonged entirely to Fanny to chuse whether her situation with regard to Crawford should be mentioned between them or not ;,0.133241534,0.999777794,0.049892783,138347,0.34,0.34,0.34,"{'Fanny', 'Edmund'}",Mansfield Park
110,mansfield_park,Edmund,Fanny,"Edmund now believed himself perfectly acquainted with all that Fanny could tell , or could leave to be conjectured of her sentiments",believed,"CHAPTER XXXVI Edmund now believed himself perfectly acquainted with all that Fanny could tell , or could leave to be conjectured of her sentiments , and he was satisfied .",0.884701848,0.999788284,0.978999496,142834,0.6124,0.7783,0,"{'Fanny', 'Edmund'}",Mansfield Park
111,mansfield_park,Edmund,Fanny,"Edmund conjectured that before Fanny had any chance of seeing it , all its own freshness and all the freshness of its wearers feelings must be worn away",conjectured,"So the uniform remained at Portsmouth , and Edmund conjectured that before Fanny had any chance of seeing it , all its own freshness and all the freshness of its wearers feelings must be worn away .",-0.986403249,-0.996581866,-0.991614745,147979,-0.0516,-0.0516,0,"{'Fanny', 'Edmund'}",Mansfield Park
112,mansfield_park,Edmund,Fanny,Edmunds deep sighs often reached Fanny,reached,Edmunds deep sighs often reached Fanny .,0.738352537,0.996771574,0.636607766,179949,0.1027,0.1027,0.1027,"{'Fanny', 'Edmund'}",Mansfield Park
124,mansfield_park,Fanny,Edmund,Fanny would rather have had Edmund tell the story,rather,"Fanny would rather have had Edmund tell the story , but his determined silence obliged her to relate her brothers situation : her voice was animated in speaking of his profession , and the foreign stations he had been on ;",-0.998696627,0.999066353,0.194804788,23524,0,0.4767,0,"{'Fanny', 'Edmund'}",Mansfield Park
125,mansfield_park,Fanny,Edmund,Fanny could not wonder that Edmund was at the Parsonage every morning,wonder,Fanny could not wonder that Edmund was at the Parsonage every morning ;,0.671578169,0.999797583,0.3334198,25846,0,0,0,"{'Fanny', 'Edmund'}",Mansfield Park
126,mansfield_park,Fanny,Edmund,Fanny coloured and looked at Edmund,looked,"Fanny coloured and looked at Edmund , but felt too angry for speech ;",0.998144388,0.993612289,-0.967688058,34751,0,-0.6652,0,"{'Fanny', 'Edmund'}",Mansfield Park
127,mansfield_park,Fanny,Edmund,"Fanny was still thinking of Edmund , Miss Crawford , and herself",thinking,"CHAPTER X A quarter of an hour , twenty minutes , passed away , and Fanny was still thinking of Edmund , Miss Crawford , and herself , without interruption from any one .",0.997012973,0.999785662,0.359454036,38782,-0.1531,0.1306,0,"{'Fanny', 'Edmund'}",Mansfield Park
128,mansfield_park,Fanny,Edmund,"Fanny , who had heard it all , and borne Edmund company",borne,"Fanny , who had heard it all , and borne Edmund company in every feeling throughout the whole , now ventured to say , in her anxiety to suggest some comfort , Perhaps they may not be able to find any play to suit them .",0.995127916,0.995687723,-0.375281513,51671,0,0.5719,0,"{'Fanny', 'Edmund'}",Mansfield Park
129,mansfield_park,Fanny,Edmund,"Fanny now walked down to try its influence on an agitated , doubting spirit , to see if by looking at Edmunds profile she could catch any of his counsel , or by giving air to her geraniums she might inhale a breeze of mental strength herself",see,"To this nest of comforts Fanny now walked down to try its influence on an agitated , doubting spirit , to see if by looking at Edmunds profile she could catch any of his counsel , or by giving air to her geraniums she might inhale a breeze of mental strength herself .",0.881714344,0.999755621,0.923394084,61559,0.2263,0.6124,0,"{'Fanny', 'Edmund'}",Mansfield Park
130,mansfield_park,Fanny,Edmund,Fanny joined in with all the modest feeling which the idea of representing Edmund was so strongly calculated to inspire,joined,"She began , and Fanny joined in with all the modest feeling which the idea of representing Edmund was so strongly calculated to inspire ;",0.999087691,0.999782562,0.997449994,68236,0.787,0.787,0,"{'Fanny', 'Edmund'}",Mansfield Park
131,mansfield_park,Fanny,Edmund,Fanny felt that there must be a struggle in Edmunds cheerfulness,felt,"Fanny felt that there must be a struggle in Edmunds cheerfulness , but it was delightful to see the effort so successfully made .",0.959249973,0.999753952,0.999750853,109677,0.2023,0.9228,0,"{'Fanny', 'Edmund'}",Mansfield Park
140,mansfield_park,Grant,Fanny,Mrs. Grant ask Fanny,ask,CHAPTER XXIII But why should Mrs. Grant ask Fanny ?,0.995246768,0.999123693,-0.986815531,86280,0.3612,0.5023,0,"{'Fanny', 'Grant'}",Mansfield Park
141,mansfield_park,Grant,Fanny,Mrs. Grant should ask Fanny,ask,But he will be very much surprised that Mrs. Grant should ask Fanny at all .,0.509429693,0.999123693,-0.188419282,86621,0.3612,0.7199,0,"{'Fanny', 'Grant'}",Mansfield Park
153,mansfield_park,Lady Bertram,Fanny,"Lady Bertram , said Mrs. Norris , moving to go , I can only say that my sole desire is to be of use to your family : and so , if Sir Thomas should ever speak again about my taking Fanny , you will be able to say that my health and spirits put it quite out of the question",said,"Well , Lady Bertram , said Mrs. Norris , moving to go , I can only say that my sole desire is to be of use to your family : and so , if Sir Thomas should ever speak again about my taking Fanny , you will be able to say that my health and spirits put it quite out of the question ;",-0.839174539,0.99401927,-0.898817249,11123,0.4019,0.5859,0,"{'Fanny', 'Lady Bertram'}",Mansfield Park
159,mansfield_park,Maria,Fanny,", as it had been called ever since Maria Bertram was sixteen , was now considered Fannys , almost as decidedly as the white attic :",considered,"The East room , as it had been called ever since Maria Bertram was sixteen , was now considered Fannys , almost as decidedly as the white attic : the smallness of the one making the use of the other so evidently reasonable that the Miss Bertrams , with every superiority in their own apartments which their own sense of superiority could demand , were entirely approving it ;",-0.626577109,0.999594092,-0.125139534,60940,0,0.4019,0,"{'Fanny', 'Maria'}",Mansfield Park
164,mansfield_park,Mary,Fanny,"Mary , who had been first watching her complacently , and then musing on something else , suddenly called her attention by saying : I should like to sit talking with you here all day , but we must not forget the ladies below , and so good - bye , my dear , my amiable , my excellent Fanny , for though we shall nominally part in the breakfast - parlour , I must take leave of you here",saying,"and she sat thinking deeply of it till Mary , who had been first watching her complacently , and then musing on something else , suddenly called her attention by saying : I should like to sit talking with you here all day , but we must not forget the ladies below , and so good - bye , my dear , my amiable , my excellent Fanny , for though we shall nominally part in the breakfast - parlour , I must take leave of you here .",0.776148438,0.98691237,0.705725908,146487,0.9517,0.9517,0,"{'Fanny', 'Mary'}",Mansfield Park
168,mansfield_park,Norris,Fanny,"Mrs. Norris had a spirit of activity , which could not be satisfied till she had written a long and angry letter to Fanny , to point out the folly of her conduct , and threaten her with all its possible ill consequences",had,"but Mrs. Norris had a spirit of activity , which could not be satisfied till she had written a long and angry letter to Fanny , to point out the folly of her conduct , and threaten her with all its possible ill consequences .",-0.353818297,0.999622703,-0.605426133,502,-0.8531,-0.926,0,"{'Fanny', 'Norris'}",Mansfield Park
169,mansfield_park,Norris,Fanny,"Mrs. Norris should ever have it in her power to tell them , as she now and then did , in an angry voice , that Fanny had got another child",tell,"Their homes were so distant , and the circles in which they moved so distinct , as almost to preclude the means of ever hearing of each others existence during the eleven following years , or , at least , to make it very wonderful to Sir Thomas that Mrs. Norris should ever have it in her power to tell them , as she now and then did , in an angry voice , that Fanny had got another child .",-0.748386949,0.999634147,0.498534679,609,-0.5106,0.1761,0,"{'Fanny', 'Norris'}",Mansfield Park
170,mansfield_park,Norris,Fanny,"Mrs. Norris had no affection for Fanny , and no wish of procuring her pleasure at any time",had,"Mrs. Norris had no affection for Fanny , and no wish of procuring her pleasure at any time ;",-0.990579451,0.999622703,-0.990760881,31504,-0.0859,-0.0859,0,"{'Fanny', 'Norris'}",Mansfield Park
171,mansfield_park,Norris,Fanny,"Mrs. Norris , having stipulated for there never being a fire in it on Fannys account",stipulated,"and Mrs. Norris , having stipulated for there never being a fire in it on Fannys account , was tolerably resigned to her having the use of what nobody else wanted , though the terms in which she sometimes spoke of the indulgence seemed to imply that it was the best room in the house .",0.078349948,-0.997396438,-0.028109252,61011,0.2584,0.6412,0,"{'Fanny', 'Norris'}",Mansfield Park
172,mansfield_park,Norris,Fanny,"Mrs. Norris called out , Stay , stay , Fanny",called,"but instantly rising , she was preparing to obey , when Mrs. Norris called out , Stay , stay , Fanny !",0.21247232,0.527159691,0.422932506,130118,0,0,0,"{'Fanny', 'Norris'}",Mansfield Park
173,mansfield_park,Norris,Fanny,"Mrs. Norris wanted to persuade her that Fanny could be very well spared _ she _ being ready to give up all her own time to her as requested and , in short , could not really be wanted or missed",wanted,"But Mrs. Norris wanted to persuade her that Fanny could be very well spared _ she _ being ready to give up all her own time to her as requested and , in short , could not really be wanted or missed .",0.03146708,0.999777794,-0.235794723,149210,0.4005,0.5483,0,"{'Fanny', 'Norris'}",Mansfield Park
